,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_with_Bank,Total_Bank_Products,Months_Inactive,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Average_Monthly_Spend,Total_Amt_Chng_Q4_Q1,Total_Yearly_Spend,Total_Transaction_Count,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
5541,709505808,Attrited Customer,45,F,10,College,Single,Unknown,Blue,119,15,7,20,21835,3275,1837,2,9348,20,1,2
5542,711267633,Attrited Customer,50,F,16,Graduate,Divorced,Less than $40K,Blue,48,25,18,23,3971,1863,5218,1,9386,115,1,0
5543,719613783,Existing Customer,51,F,3,Doctorate,Married,Less than $40K,Blue,209,17,10,3,4592,0,7385,2,6058,244,1,0
5544,719035758,Existing Customer,53,F,3,Uneducated,Divorced,Less than $40K,Blue,43,5,1,2,2383,1516,867,0.857,4917,78,0.95,0.636
5545,708473133,Existing Customer,55,F,5,Graduate,Married,Less than $40K,Blue,54,20,9,17,1568,0,2226,2,18961,217,2,0
5546,712996833,Existing Customer,40,F,4,High School,Married,Unknown,Blue,36,6,9,12,12392,1946,2900,1,14323,458,2,2
5547,720963258,Attrited Customer,52,F,10,College,Married,Less than $40K,Blue,145,9,4,15,17458,0,2972,4,13038,23,2,0
5548,819606258,Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,43,5,3,3,8737,1629,7108,0.618,3876,55,0.774,0.186
5549,714634983,Attrited Customer,44,F,1,Unknown,Single,Unknown,Blue,36,3,3,3,3517,0,3517,0.634,2403,48,0.548,0
5550,806428908,Existing Customer,60,F,5,Graduate,Single,Unknown,Blue,66,15,13,17,12525,0,17780,2,20866,240,2,0
5551,710903358,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,55,5,2,1,6352,1386,4966,0.5,3709,77,0.604,0.218
5552,712676208,Existing Customer,46,F,21,High School,Single,Less than $40K,Blue,39,9,14,17,9258,2283,1063,1,13576,421,3,3
5553,709005633,Attrited Customer,62,M,0,High School,Single,$60K - $80K,Blue,55,4,9,23,97056,0,43021,1,7020,277,2,0
5554,712102983,Existing Customer,47,F,7,College,Married,Less than $40K,Blue,130,18,7,15,7228,0,1231,3,18677,55,3,0
5555,754480233,Existing Customer,50,M,10,Post-Graduate,Divorced,$40K - $60K,Blue,180,20,3,8,3170,0,19022,5,21048,55,1,0
5556,719042208,Existing Customer,43,M,12,Doctorate,Unknown,$60K - $80K,Blue,165,23,15,6,6599,2734,4195,2,6568,248,1,3
5557,716251608,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,6,1,4,2051,0,2051,0.989,4355,87,0.977,0
5558,715537383,Existing Customer,46,M,10,College,Single,$120K +,Blue,109,15,2,10,137584,2821,21804,2,19174,49,3,0
5559,709460883,Attrited Customer,38,F,6,Doctorate,Married,Less than $40K,Blue,140,29,10,6,5152,0,8287,1,3506,175,0,0
5560,789325008,Existing Customer,49,M,10,College,Single,Less than $40K,Blue,137,15,7,5,39509,2967,5023,3,17766,52,3,1
5561,719195733,Existing Customer,47,M,10,College,Married,$60K - $80K,Blue,130,15,2,15,21529,2831,2040,5,24117,54,4,2
5562,787665258,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,37,1,2,2,1438.3,0,1438.3,0.749,2393,36,0.636,0
5563,710226708,Existing Customer,55,F,2,Uneducated,Divorced,Less than $40K,Blue,49,5,2,1,1438.3,680,758.3,0.77,4573,93,0.691,0.473
5564,711982383,Existing Customer,62,M,5,Graduate,Single,$60K - $80K,Blue,59,15,13,11,20385,10474,26580,1,19399,252,1,0
5565,716345283,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,1,4,4712,1920,2792,0.596,4277,66,0.571,0.407
5566,816850458,Attrited Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,28,6,2,4,1698,0,1698,0.823,2448,40,0.379,0
5567,710842308,Existing Customer,41,F,5,Uneducated,Single,$40K - $60K,Blue,26,4,3,4,2264,928,1336,0.662,4150,83,0.844,0.41
5568,713132133,Existing Customer,54,F,1,Unknown,Married,Less than $40K,Blue,39,3,2,4,2720,1694,1026,0.843,5103,81,0.761,0.623
5569,788874333,Existing Customer,55,M,16,Post-Graduate,Unknown,$120K +,Blue,167,12,1,8,14059,3746,77308,4,19144,60,1,0
5570,717987258,Existing Customer,43,F,3,Unknown,Single,$40K - $60K,Blue,36,5,2,4,2594,1686,908,0.624,4503,67,0.811,0.65
5571,793712658,Attrited Customer,52,M,16,Graduate,Married,$80K - $120K,Blue,55,20,9,17,14034,14835,16581,2,7526,115,1,1
5572,708324483,Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,39,3,3,4,1548,0,1548,0.664,4420,71,0.775,0
5573,768612258,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,46,3,3,3,2700,1623,1077,0.848,4171,78,0.814,0.601
5574,719659758,Existing Customer,45,F,17,High School,Married,$40K - $60K,Blue,38,9,5,0,15123,2879,2868,1,13941,383,2,2
5575,711313158,Existing Customer,50,F,4,Unknown,Single,Unknown,Blue,44,5,1,1,10721,0,10721,0.861,4962,74,0.51,0
5576,716483358,Existing Customer,44,M,16,Graduate,Single,$40K - $60K,Blue,35,25,4,23,5726,7833,6365,1,22652,217,2,1
5577,719829633,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,29,5,3,4,3200,1733,1467,0.909,5026,79,0.837,0.542
5578,812465958,Existing Customer,53,F,16,Post-Graduate,Divorced,Unknown,Blue,201,20,3,4,11050,2862,60919,4,22016,74,1,0
5579,786536808,Existing Customer,51,M,7,College,Married,$80K - $120K,Blue,163,9,7,5,108261,0,18431,3,19145,52,3,0
5580,807369708,Existing Customer,52,M,10,College,Married,$120K +,Blue,170,9,4,20,31936,0,5437,4,19540,47,5,0
5581,711397533,Existing Customer,52,F,9,High School,Married,Less than $40K,Blue,44,6,9,12,29095,4155,7362,1,11335,330,1,2
5582,711740508,Existing Customer,50,F,1,Unknown,Married,$40K - $60K,Blue,40,6,2,2,2661,1575,1086,0.735,4615,82,0.708,0.592
5583,715233108,Existing Customer,38,M,3,College,Married,$60K - $80K,Blue,130,12,2,10,14252,1285,1689,4,20086,53,3,1
5584,813807258,Existing Customer,50,F,9,High School,Married,$40K - $60K,Blue,49,9,14,17,7451,0,3303,1,15523,437,2,0
5585,769183908,Existing Customer,51,F,6,Doctorate,Single,Unknown,Blue,224,35,15,2,6733,1494,7322,1,6217,221,1,2
5586,718451133,Existing Customer,48,M,10,Graduate,Single,$60K - $80K,Blue,48,20,22,23,13978,8328,17967,2,16114,217,3,0
5587,721115733,Existing Customer,47,M,3,Unknown,Married,$60K - $80K,Blue,36,5,3,2,1591,894,697,0.786,3698,79,1.026,0.562
5588,720085233,Attrited Customer,51,F,6,Doctorate,Divorced,Unknown,Blue,199,35,15,6,28507,5505,32928,2,3118,145,0,1
5589,717036408,Existing Customer,36,F,1,Uneducated,Single,Unknown,Blue,36,6,3,1,4685,1626,3059,0.945,4560,81,0.588,0.347
5590,714427608,Existing Customer,45,F,26,Post-Graduate,Married,Unknown,Blue,121,20,4,2,2298,1955,10113,3,21696,70,1,0
5591,780019908,Existing Customer,53,F,5,Graduate,Single,Less than $40K,Blue,52,30,13,11,2031,3796,2028,1,19246,262,3,1
5592,827898033,Attrited Customer,54,F,1,Uneducated,Married,Unknown,Blue,50,4,0,3,2912,0,2912,0.621,2465,54,1.077,0
5593,720302883,Existing Customer,53,F,16,Graduate,Married,Less than $40K,Blue,42,20,13,6,3169,12849,1606,2,18949,249,3,3
5594,715893633,Existing Customer,47,F,12,Doctorate,Single,Less than $40K,Blue,179,23,15,3,7001,2371,5694,2,6841,308,1,2
5595,720730683,Existing Customer,51,F,10,Graduate,Married,Unknown,Blue,43,25,13,17,16278,4303,22139,2,20652,268,2,0
5596,720638283,Existing Customer,40,F,14,College,Single,Less than $40K,Blue,72,12,7,10,14076,2580,915,3,22265,53,4,2
5597,789053883,Existing Customer,43,M,16,Post-Graduate,Single,$60K - $80K,Blue,130,16,3,2,10061,6404,48324,4,16387,75,1,0
5598,719286708,Existing Customer,50,F,5,Graduate,Single,Less than $40K,Blue,47,20,22,11,2276,7898,1452,1,18589,243,3,3
5599,713952558,Attrited Customer,53,F,9,Doctorate,Single,Unknown,Blue,214,17,15,3,5714,3224,1623,1,3062,152,0,4
5600,793395933,Existing Customer,59,F,4,High School,Single,Less than $40K,Blue,57,6,14,17,14071,3000,2241,1,13988,367,1,2
5601,813895458,Existing Customer,49,F,0,Unknown,Single,Unknown,Blue,43,6,3,3,2874,0,2874,0.676,4617,89,0.78,0
5602,771733608,Attrited Customer,47,F,5,Graduate,Married,$40K - $60K,Blue,42,15,13,29,1345,0,1909,2,9406,128,2,0
5603,710102208,Existing Customer,56,M,10,Graduate,Single,$60K - $80K,Blue,43,15,9,11,17554,0,24918,2,18449,240,2,0
5604,719511783,Existing Customer,48,F,1,Unknown,Married,Unknown,Blue,41,3,2,2,1438.3,1197,241.3,0.917,4916,78,0.696,0.832
5605,712849158,Attrited Customer,55,M,0,High School,Divorced,$80K - $120K,Blue,47,6,14,17,102543,4289,39740,1,7266,234,1,0
5606,783070833,Existing Customer,34,F,21,Graduate,Single,$40K - $60K,Blue,34,25,9,17,2311,11193,760,2,18217,275,3,4
5607,713419908,Existing Customer,58,F,9,High School,Married,Unknown,Blue,54,4,9,17,64045,0,28388,1,15081,383,2,0
5608,789345408,Existing Customer,39,F,7,College,Married,$40K - $60K,Blue,105,15,7,10,7228,1076,613,4,24287,34,5,2
5609,720992883,Existing Customer,47,F,21,Graduate,Married,Less than $40K,Blue,44,20,13,17,2981,10981,1760,2,19858,243,3,3
5610,803652633,Existing Customer,47,F,2,Uneducated,Single,Less than $40K,Blue,41,4,2,2,2092,1575,517,0.838,5124,70,0.522,0.753
5611,789248958,Existing Customer,37,F,9,High School,Married,$40K - $60K,Blue,28,4,9,17,15263,4339,985,1,17481,474,2,3
5612,716178483,Existing Customer,41,F,4,Uneducated,Unknown,$40K - $60K,Blue,29,4,3,2,2430,0,2430,0.569,4334,71,0.578,0
5613,715440558,Existing Customer,50,F,5,Graduate,Married,Less than $40K,Blue,43,15,4,11,3873,11128,2993,1,16283,236,3,2
5614,711535158,Attrited Customer,46,F,3,College,Unknown,Unknown,Blue,127,15,7,15,11041,687,1485,3,9529,27,2,1
5615,713647083,Existing Customer,53,F,2,Uneducated,Single,Unknown,Blue,36,5,2,3,9314,1761,7553,0.562,3696,80,0.778,0.189
5616,718311933,Attrited Customer,53,F,12,Doctorate,Married,Less than $40K,Blue,184,35,10,3,11872,5505,6172,2,3722,164,1,3
5617,718404783,Attrited Customer,59,F,0,Unknown,Married,Unknown,Blue,49,5,2,4,6996,0,6996,0.871,2384,33,0.375,0
5618,817332483,Attrited Customer,63,M,0,Doctorate,Single,Unknown,Blue,234,35,20,5,23323,0,37513,2,3518,164,1,0
5619,710015733,Attrited Customer,41,F,3,Doctorate,Divorced,Less than $40K,Blue,150,17,15,2,6477,1358,7229,2,4520,141,1,1
5620,794965233,Attrited Customer,51,F,5,Graduate,Married,Less than $40K,Silver,54,30,13,17,12340,4603,16480,1,7964,141,2,0
5621,710512833,Existing Customer,38,F,10,Graduate,Married,Less than $40K,Blue,35,30,4,6,3089,7886,2609,1,21400,252,2,2
5622,710803008,Existing Customer,40,F,9,Doctorate,Married,Less than $40K,Blue,150,35,15,3,9976,4464,5566,2,6290,259,1,3
5623,712987608,Existing Customer,51,F,6,Doctorate,Single,Less than $40K,Blue,199,17,15,5,4592,2522,1465,2,6133,320,1,4
5624,716974383,Existing Customer,41,M,26,Graduate,Single,$80K - $120K,Blue,34,15,9,0,2329,11664,679,1,7898,112,2,4
5625,720930633,Attrited Customer,58,F,0,High School,Single,Less than $40K,Blue,50,7,19,12,10242,0,4540,1,7782,197,1,0
5626,710136258,Attrited Customer,33,F,10,Graduate,Single,Less than $40K,Blue,29,30,9,17,1688,0,2397,2,11708,137,2,0
5627,779438208,Existing Customer,38,F,16,Graduate,Single,Less than $40K,Blue,26,20,13,17,1812,6926,1013,2,19036,240,3,3
5628,721017333,Existing Customer,42,F,21,Post-Graduate,Married,Less than $40K,Blue,150,16,3,6,2867,5746,6400,5,20444,74,1,1
5629,720952608,Existing Customer,44,F,9,High School,Single,Less than $40K,Blue,31,9,5,12,11854,2595,1798,1,14613,362,2,3
5630,712886733,Existing Customer,44,F,5,Graduate,Unknown,Less than $40K,Blue,38,15,13,17,1664,7886,587,2,17639,278,2,4
5631,810545733,Existing Customer,47,F,7,College,Married,Unknown,Blue,152,9,7,15,11925,2205,764,3,20607,40,3,2
5632,822132858,Attrited Customer,41,M,4,Uneducated,Married,$80K - $120K,Blue,37,1,2,2,23250,0,23250,0.564,2205,43,0.654,0
5633,713526258,Attrited Customer,47,M,3,Uneducated,Single,$120K +,Blue,36,3,3,4,34516,0,34516,0.517,2020,33,0.375,0
5634,712877733,Existing Customer,48,M,26,Graduate,Married,$80K - $120K,Blue,51,30,13,17,12043,8263,15236,2,18213,268,2,1
5635,713339283,Existing Customer,54,M,3,Unknown,Married,$60K - $80K,Blue,39,4,3,4,6348,798,5550,1.042,4135,71,0.972,0.126
5636,720473433,Existing Customer,59,F,5,Graduate,Unknown,Less than $40K,Blue,43,25,4,17,2450,14653,179,2,20478,249,2,5
5637,780584658,Attrited Customer,33,F,2,Uneducated,Unknown,$40K - $60K,Blue,22,4,2,2,1843,1293,550,0.349,2077,61,0.694,0.702
5638,711824358,Existing Customer,44,F,14,College,Single,Less than $40K,Blue,112,9,7,10,16222,0,2762,4,22050,44,3,0
5639,789990333,Existing Customer,43,F,21,Graduate,Single,$40K - $60K,Blue,42,25,9,11,2153,4256,2098,2,18469,256,3,1
5640,721332033,Existing Customer,42,M,2,Unknown,Single,$80K - $120K,Blue,30,4,2,1,29195,892,28303,0.565,4411,67,0.763,0.031
5641,709612983,Attrited Customer,41,F,10,Graduate,Married,$40K - $60K,Blue,43,25,9,23,2795,10774,1542,1,9361,131,1,3
5642,771058908,Existing Customer,55,F,13,High School,Single,$40K - $60K,Blue,45,4,14,12,14884,4233,960,1,15168,383,2,3
5643,715471833,Existing Customer,50,M,0,Post-Graduate,Married,$80K - $120K,Blue,150,20,1,6,25411,0,152463,3,20085,60,1,0
5644,711781233,Existing Customer,53,F,16,Graduate,Married,Unknown,Blue,54,30,4,17,1759,0,2498,2,21577,278,3,0
5645,713947908,Existing Customer,33,M,9,High School,Married,$80K - $120K,Blue,25,9,9,12,8445,0,3743,1,14712,485,2,0
5646,709741608,Existing Customer,51,M,2,Unknown,Single,$80K - $120K,Blue,36,3,1,2,4546,0,4546,0.651,3739,53,0.963,0
5647,709333608,Existing Customer,58,F,9,High School,Single,Unknown,Blue,50,9,9,12,12408,2319,2411,1,16564,447,2,2
5648,709688883,Attrited Customer,45,M,13,High School,Unknown,$80K - $120K,Blue,39,6,14,12,19920,0,8830,1,7227,208,1,0
5649,716269308,Existing Customer,56,F,16,Graduate,Single,Less than $40K,Blue,43,20,9,11,2651,8028,1956,1,17325,288,2,2
5650,708692583,Attrited Customer,44,F,9,High School,Single,Less than $40K,Blue,33,4,14,17,7802,290,3073,1,7685,234,1,0
5651,709892658,Existing Customer,48,F,26,Graduate,Single,Less than $40K,Blue,46,25,13,11,1501,7662,405,2,18577,214,2,4
5652,713815383,Attrited Customer,53,M,4,High School,Single,$80K - $120K,Blue,39,4,9,12,61019,0,27047,1,7137,234,1,0
5653,710183283,Existing Customer,55,F,4,High School,Married,Less than $40K,Blue,39,7,5,6,14232,0,6308,1,16727,447,2,0
5654,711937158,Existing Customer,49,M,10,College,Married,$60K - $80K,Blue,141,15,7,15,12568,0,2140,4,23576,55,4,0
5655,771486933,Existing Customer,64,M,5,Graduate,Single,Less than $40K,Blue,63,25,13,11,2396,13214,426,2,16291,268,3,4
5656,717450633,Attrited Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,2,4,1659,1544,115,0.408,1920,39,0.345,0.931
5657,718421808,Existing Customer,56,F,2,Uneducated,Married,Unknown,Blue,43,6,3,2,3068,1765,1303,0.853,4611,73,0.698,0.575
5658,716403633,Existing Customer,60,F,0,College,Divorced,Less than $40K,Blue,181,15,7,10,17217,2459,1519,3,21772,44,5,2
5659,717646983,Attrited Customer,59,F,5,Graduate,Single,Less than $40K,Blue,59,20,13,23,3005,2499,3703,2,11241,169,2,1
5660,778837083,Attrited Customer,50,M,10,Graduate,Married,$80K - $120K,Blue,37,15,13,17,12066,1892,16702,2,8588,198,2,0
5661,768632958,Attrited Customer,59,F,5,Graduate,Single,Unknown,Blue,59,15,18,34,8141,6430,10109,2,10365,157,3,1
5662,715622508,Attrited Customer,52,M,2,Unknown,Married,$80K - $120K,Blue,41,6,4,3,7904,0,7904,0.712,2094,32,0.231,0
5663,708402333,Existing Customer,48,F,6,Doctorate,Divorced,Unknown,Blue,184,35,10,0,14522,2872,16615,2,6880,335,1,1
5664,708946008,Attrited Customer,46,F,10,College,Married,Less than $40K,Blue,130,15,4,10,7228,1809,192,4,11917,25,2,3
5665,715625658,Existing Customer,49,F,13,High School,Married,Less than $40K,Blue,39,4,5,17,23189,2572,6853,1,15301,463,2,1
5666,789599283,Existing Customer,44,F,10,College,Divorced,Unknown,Blue,137,15,7,10,10061,2158,474,4,16601,39,3,3
5667,708960858,Existing Customer,40,M,17,High School,Married,$80K - $120K,Blue,23,4,9,17,59589,3562,21669,1,15909,453,3,1
5668,814840833,Attrited Customer,44,M,12,Doctorate,Married,$120K +,Blue,194,23,15,3,25296,5505,27762,2,3443,141,1,2
5669,772082208,Existing Customer,39,M,5,Graduate,Single,$120K +,Blue,34,20,9,11,15144,0,21498,2,17581,262,2,0
5670,711597183,Existing Customer,43,M,2,Uneducated,Divorced,$80K - $120K,Blue,34,5,3,2,1452,0,1452,0.97,4571,72,0.846,0
5671,712110333,Attrited Customer,37,F,13,High School,Single,Unknown,Blue,19,6,5,17,11289,0,5004,1,8536,256,1,0
5672,718673358,Attrited Customer,35,M,9,Doctorate,Married,$80K - $120K,Blue,150,29,15,6,43384,3342,61933,2,3074,198,1,1
5673,712479633,Attrited Customer,31,F,1,Unknown,Single,Less than $40K,Blue,20,3,1,2,1695,0,1695,0.561,2428,43,0.593,0
5674,716108283,Existing Customer,53,F,21,Graduate,Married,Less than $40K,Blue,55,30,13,17,4142,9307,3784,2,19974,262,2,2
5675,779360808,Existing Customer,49,F,16,Graduate,Married,Less than $40K,Blue,42,15,13,17,2729,11977,1177,1,20404,240,2,3
5676,716352033,Existing Customer,49,F,10,Graduate,Married,Less than $40K,Blue,47,15,13,17,2614,6100,2337,1,20123,249,3,2
5677,716643033,Attrited Customer,41,F,10,Graduate,Married,Less than $40K,Blue,37,15,13,17,2412,12596,588,2,12320,128,2,4
5678,711567333,Existing Customer,43,M,4,High School,Single,$60K - $80K,Blue,33,7,14,12,14682,2965,2558,1,15228,373,1,2
5679,788756133,Existing Customer,44,F,3,Unknown,Divorced,Less than $40K,Blue,24,4,1,2,2617,1508,1109,1.393,4400,60,0.818,0.576
5680,755437533,Existing Customer,48,F,21,Graduate,Single,Less than $40K,Blue,49,15,13,11,1423,7503,330,2,20685,246,2,4
5681,713573508,Attrited Customer,41,M,21,Graduate,Unknown,$40K - $60K,Silver,38,20,9,23,15434,2505,21346,1,7191,137,1,0
5682,709430508,Attrited Customer,40,M,17,High School,Unknown,$40K - $60K,Blue,34,1,9,17,37902,2302,13735,1,6146,266,1,1
5683,710645583,Existing Customer,44,F,2,Uneducated,Single,Unknown,Blue,37,5,1,2,7627,1742,5885,0.771,4349,75,0.705,0.228
5684,714253983,Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36,4,2,3,9465,0,9465,0.657,3675,59,1.107,0
5685,771566208,Existing Customer,48,M,10,College,Married,Less than $40K,Blue,130,9,2,10,44198,1964,6397,3,22815,47,3,1
5686,713314533,Attrited Customer,40,M,2,Unknown,Single,$60K - $80K,Blue,27,6,2,3,12283,0,12283,0.413,1993,41,0.323,0
5687,720725883,Existing Customer,34,F,7,College,Single,Less than $40K,Blue,72,15,4,15,13644,2240,1037,4,20359,43,3,2
5688,708539583,Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,25,6,1,3,19897,2232,17665,0.672,3979,63,0.5,0.112
5689,716747283,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,36,5,2,2,2097,1224,873,0.819,5059,79,0.681,0.584
5690,787519683,Existing Customer,41,F,10,Graduate,Single,Less than $40K,Blue,36,15,9,11,2831,13379,1006,2,19536,249,2,4
5691,721044333,Existing Customer,34,F,7,College,Single,Less than $40K,Blue,80,15,4,0,8518,1134,799,4,23907,58,4,2
5692,713679633,Attrited Customer,41,F,16,Graduate,Married,Less than $40K,Blue,40,30,13,29,1345,0,1909,1,7493,163,2,0
5693,711126483,Existing Customer,37,F,5,Graduate,Single,Less than $40K,Blue,34,20,13,17,1345,3531,1114,2,21226,243,3,2
5694,814191333,Attrited Customer,55,M,2,Unknown,Divorced,$120K +,Blue,50,5,4,3,24250,278,23972,0.647,2153,41,0.577,0.011
5695,715040208,Existing Customer,49,F,10,Graduate,Single,Unknown,Blue,46,30,13,17,4746,5134,5581,2,17006,230,2,1
5696,710769258,Existing Customer,40,F,10,Graduate,Single,Unknown,Blue,32,20,9,17,4149,8918,3882,2,16097,240,3,2
5697,715227633,Existing Customer,36,F,10,College,Single,Less than $40K,Blue,130,15,4,15,9870,0,1680,4,20666,38,3,0
5698,708635058,Existing Customer,53,F,0,High School,Single,Less than $40K,Blue,47,6,5,6,9864,1528,2338,1,15949,453,2,2
5699,709051533,Existing Customer,46,F,5,Graduate,Married,$40K - $60K,Blue,31,30,13,0,2742,9248,1810,1,20482,294,2,3
5700,718940208,Existing Customer,55,F,0,Graduate,Single,Unknown,Blue,53,30,4,17,17017,10851,21713,2,14676,217,2,0
5701,712361583,Existing Customer,47,M,26,Graduate,Married,$80K - $120K,Silver,43,15,13,6,32269,4479,44799,1,15523,214,2,0
5702,708390633,Existing Customer,52,F,16,Graduate,Married,Less than $40K,Blue,53,25,22,17,2263,13627,145,1,17436,220,2,5
5703,720281508,Existing Customer,44,F,6,Doctorate,Divorced,Less than $40K,Blue,169,17,5,3,7681,3261,4698,1,6654,347,1,3
5704,720885558,Existing Customer,51,F,9,High School,Single,$40K - $60K,Blue,40,7,5,6,13579,4183,448,1,16238,394,3,4
5705,709781208,Existing Customer,34,F,0,Unknown,Married,Less than $40K,Blue,26,5,3,1,2291,0,2291,0.892,5409,82,0.822,0
5706,710086308,Existing Customer,46,F,17,High School,Unknown,$40K - $60K,Blue,41,9,9,0,18884,2033,5663,1,15557,463,2,1
5707,713282733,Existing Customer,37,F,10,Graduate,Single,$40K - $60K,Blue,29,20,13,6,3155,10197,2183,1,17940,204,2,2
5708,815812683,Existing Customer,47,M,3,Unknown,Single,$120K +,Blue,42,5,3,2,8856,1433,7423,0.811,5072,77,0.711,0.162
5709,708204033,Existing Customer,36,F,5,Unknown,Single,Less than $40K,Blue,24,3,1,1,2980,2093,887,0.522,4132,70,0.667,0.702
5710,720040158,Existing Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,3,2,17656,0,17656,0.727,4633,71,0.868,0
5711,755996583,Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,50,5,0,3,2475,0,2475,0.823,2574,43,0.654,0
5712,711359058,Existing Customer,46,F,17,High School,Single,Less than $40K,Blue,36,4,9,12,20423,2950,5123,1,15364,378,2,2
5713,714064908,Existing Customer,57,F,5,Graduate,Single,Less than $40K,Blue,43,20,9,17,1656,7597,640,2,19891,268,3,3
5714,717074283,Attrited Customer,45,F,16,Graduate,Divorced,Unknown,Blue,44,25,9,34,16527,0,23461,2,10605,157,3,0
5715,765847383,Existing Customer,50,M,5,Graduate,Married,$120K +,Blue,52,20,22,17,19594,0,27814,2,18288,249,2,0
5716,789531633,Existing Customer,53,F,21,Graduate,Single,Less than $40K,Blue,55,20,4,11,3849,4580,4433,1,21565,281,2,1
5717,820593033,Existing Customer,43,F,10,Graduate,Single,$40K - $60K,Silver,47,15,4,11,17318,10232,22280,2,18581,204,3,0
5718,710078358,Existing Customer,36,M,21,Post-Graduate,Married,Less than $40K,Blue,109,20,1,2,1998,3705,5024,6,18176,79,1,1
5719,715025208,Existing Customer,56,F,7,College,Married,Less than $40K,Blue,166,15,7,15,15674,2650,1147,5,20315,40,4,2
5720,709596783,Existing Customer,46,M,10,College,Married,$40K - $60K,Blue,123,15,2,10,8096,0,1378,4,21660,49,4,0
5721,715960308,Attrited Customer,53,F,5,Graduate,Divorced,Less than $40K,Blue,53,15,13,17,3824,14835,2088,1,8332,157,2,3
5722,716653758,Existing Customer,55,M,0,Unknown,Single,$60K - $80K,Blue,36,3,3,3,1467,0,1467,0.739,4226,74,0.85,0
5723,787268733,Existing Customer,52,F,5,Graduate,Married,$40K - $60K,Blue,55,25,4,11,2283,8882,1241,1,18742,272,3,3
5724,789923058,Attrited Customer,53,F,4,High School,Married,$40K - $60K,Blue,47,4,14,17,9408,0,4170,1,8224,234,2,0
5725,771079833,Existing Customer,40,F,13,High School,Single,Less than $40K,Blue,29,4,14,17,7451,0,3303,1,14400,415,2,0
5726,710507733,Existing Customer,42,M,21,Graduate,Single,$60K - $80K,Blue,42,15,13,6,13984,9690,17670,2,16688,217,2,1
5727,779269158,Attrited Customer,43,F,10,Graduate,Married,Unknown,Blue,30,20,9,23,20531,0,29145,1,9245,125,1,0
5728,711627558,Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,30,5,1,2,1625,912,713,0.877,3968,73,0.698,0.561
5729,710536983,Existing Customer,49,F,0,Post-Graduate,Married,Less than $40K,Blue,150,24,4,6,2705,7224,2644,5,19632,60,1,1
5730,712237458,Existing Customer,47,M,3,Unknown,Married,$120K +,Blue,28,3,2,2,11629,802,10827,0.912,3752,78,0.902,0.069
5731,778289883,Attrited Customer,42,F,10,Graduate,Unknown,Less than $40K,Blue,38,15,13,17,1409,0,2000,2,10448,131,2,0
5732,714154533,Existing Customer,45,F,13,High School,Single,Unknown,Blue,39,9,5,12,16117,3438,2565,1,14885,298,2,2
5733,803657133,Existing Customer,60,M,5,Graduate,Single,$40K - $60K,Blue,65,30,13,17,1728,8299,584,2,19660,240,3,4
5734,769053033,Attrited Customer,44,F,5,Graduate,Single,$40K - $60K,Blue,46,15,9,29,3872,14835,2157,2,8695,141,3,3
5735,713613258,Existing Customer,46,M,17,High School,Single,$80K - $120K,Blue,39,9,5,12,7451,0,3303,1,14829,378,2,0
5736,768544833,Existing Customer,45,F,4,Uneducated,Single,Less than $40K,Blue,39,6,2,3,2202,1414,788,0.593,4531,77,0.54,0.642
5737,720782658,Existing Customer,42,M,21,Graduate,Married,$60K - $80K,Blue,43,20,9,17,3357,10309,2445,2,20990,256,3,2
5738,768162108,Attrited Customer,49,M,10,College,Married,$120K +,Blue,156,15,7,15,24026,0,4090,4,11946,32,3,0
5739,710511858,Existing Customer,58,F,0,Unknown,Married,Less than $40K,Blue,36,3,3,3,3832,1439,2393,0.851,4741,88,0.76,0.376
5740,714516033,Existing Customer,53,M,13,High School,Married,$120K +,Blue,47,6,9,0,46756,1733,18417,1,14666,463,2,0
5741,788630958,Existing Customer,44,M,2,Uneducated,Single,$40K - $60K,Blue,28,3,1,2,11627,0,11627,0.638,3264,67,0.396,0
5742,717646008,Existing Customer,61,F,3,College,Married,Unknown,Blue,166,18,4,10,28574,0,4865,5,21143,42,3,0
